2021-01-26 00:00:00.058 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:58:20.044 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:58:20.045 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:58:30.033 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:58:30.033 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:58:40.058 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:58:40.058 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:58:50.101 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:58:50.102 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:59:00.466 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:59:00.467 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:59:10.050 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:59:10.051 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:59:20.052 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:59:20.053 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:59:30.050 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:59:30.050 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:59:40.045 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:59:40.046 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 00:59:46.725 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,12,236,147,4],"IDX":118,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:46.726 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,12,236,147,4],\"IDX\":118,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:59:46.727 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,12,236,147,4],\"IDX\":118,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:59:46.727 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,12,236,147,4],"IDX":118,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:46.936 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,8,232,147,4],"IDX":119,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:46.937 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,8,232,147,4],\"IDX\":119,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:59:46.938 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,8,232,147,4],\"IDX\":119,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:59:46.938 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,8,232,147,4],"IDX":119,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:47.159 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,7,231,147,4],"IDX":120,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:47.159 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,7,231,147,4],\"IDX\":120,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:59:47.160 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,7,231,147,4],\"IDX\":120,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:59:47.160 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,7,231,147,4],"IDX":120,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:47.366 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,5,229,147,4],"IDX":121,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:47.367 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,5,229,147,4],\"IDX\":121,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:59:47.367 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,5,229,147,4],\"IDX\":121,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:59:47.367 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,5,229,147,4],"IDX":121,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:47.579 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,3,227,147,4],"IDX":122,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:47.580 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,3,227,147,4],\"IDX\":122,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:59:47.580 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,3,227,147,4],\"IDX\":122,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:59:47.580 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,3,227,147,4],"IDX":122,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:47.792 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,6,230,147,4],"IDX":123,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:47.793 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,6,230,147,4],\"IDX\":123,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:59:47.794 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,6,230,147,4],\"IDX\":123,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:59:47.794 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,6,230,147,4],"IDX":123,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:47.987 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,4,228,147,4],"IDX":124,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:47.988 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,4,228,147,4],\"IDX\":124,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:59:47.988 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,4,228,147,4],\"IDX\":124,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:59:47.988 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,4,228,147,4],"IDX":124,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:48.206 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,10,234,147,4],"IDX":125,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:48.207 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,10,234,147,4],\"IDX\":125,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:59:48.207 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,10,234,147,4],\"IDX\":125,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:59:48.207 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,10,234,147,4],"IDX":125,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:48.420 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,9,233,147,4],"IDX":126,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:48.421 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,9,233,147,4],\"IDX\":126,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:59:48.421 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,9,233,147,4],\"IDX\":126,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:59:48.422 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,9,233,147,4],"IDX":126,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:48.618 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,11,235,147,4],"IDX":127,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:48.618 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,11,235,147,4],\"IDX\":127,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 00:59:48.619 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,11,235,147,4],\"IDX\":127,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 00:59:48.619 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,11,235,147,4],"IDX":127,"CMD":50,"EX":22,"St":"END"}
2021-01-26 00:59:50.065 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 00:59:50.066 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:00:00.098 [ThreadPoolTaskScheduler-1] INFO  c.l.w.pharmaux.quartz.NBLotDeviceStatusTask - NB-lot状态信息为：{"fromUser":"54:B2:03:0B:A1:C2","content":{"onlineStatus":{"status":"1"}},"sendTime":"2021-01-26 01:00:00"}
2021-01-26 01:00:00.118 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:00:00.118 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:00:00.166 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.quartz.NBLotBasicInfoTask - NB-lot基本信息为：{"msgType":"basicInfo","fromUser":"54:B2:03:0B:A1:C2","toUserName":"LDM-SERVER","content":{"basicInfo":{"macAddress":["54:B2:03:0B:A1:C2"],"computerName":"LX-PC","memoryTotal":"总物理内存:7883MB","cpu":["Name Intel(R) Core(TM) i7-4790 CPU @ 3.60GHz "],"model":"ISM800","osName":"Windows 7"}}}
2021-01-26 01:00:10.045 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:00:10.045 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:00:20.065 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:00:20.065 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:00:30.067 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:00:30.067 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:00:40.047 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:00:40.048 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:00:50.055 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:00:50.055 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:01:00.058 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:01:00.058 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:01:10.453 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:01:10.453 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:01:20.052 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:01:20.053 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:01:30.142 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:01:30.142 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:01:40.046 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:01:40.047 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:01:50.044 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:01:50.044 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:02:00.053 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:02:00.054 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:02:10.046 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:02:10.046 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:02:20.052 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:02:20.053 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:02:30.068 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:02:30.069 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:02:40.047 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:02:40.047 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:02:50.063 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:02:50.063 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:03:00.111 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:03:00.112 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:03:10.046 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:03:10.047 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:03:20.052 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:03:20.052 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:03:30.152 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:03:30.153 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:03:40.122 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:03:40.123 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:03:50.043 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:03:50.044 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:04:00.052 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:04:00.052 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:04:10.046 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:04:10.047 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:04:20.055 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:04:20.055 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:04:30.049 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:04:30.050 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:04:40.107 [ThreadPoolTaskScheduler-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:pharm service online
2021-01-26 01:04:40.108 [ThreadPoolTaskScheduler-1] INFO  c.l.windranger.pharmaux.init.PharmRunningState - 缓存药品信息-------------------
2021-01-26 01:04:46.721 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,12,236,147,4],"IDX":133,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:46.722 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,12,236,147,4],\"IDX\":133,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:04:46.723 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,12,236,147,4],\"IDX\":133,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:04:46.723 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,12,236,147,4],"IDX":133,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:46.939 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,8,232,147,4],"IDX":134,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:46.940 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,8,232,147,4],\"IDX\":134,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:04:46.940 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,8,232,147,4],\"IDX\":134,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:04:46.940 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,8,232,147,4],"IDX":134,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:47.170 [nioEventLoopGroup-8-1] INFO  c.l.w.p.t.communication.client.TyrantClientTunnel - App层接收到Hal层的原始应答<<<<<<<<<<<<<<<<<：{"Dir":"H2A","PID":[1,7,231,147,4],"IDX":135,"CMD":50,"EX":22,"St":"END"}
2021-01-26 01:04:47.170 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,7,231,147,4],\"IDX\":135,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"sourceAck"}
2021-01-26 01:04:47.171 [nioEventLoopGroup-8-1] INFO  c.l.w.p.tyrant.service.impl.TyrantCommonService - websocket:{"msg":"{\"Dir\":\"H2A\",\"PID\":[1,7,231,147,4],\"IDX\":135,\"CMD\":50,\"EX\":22,\"St\":\"END\"}","type":"ack"}
2021-01-26 01:04:47.171 [pool-5-thread-1] INFO  c.l.w.p.t.n.drawer.DrawerExceptionObserver - 异规抽屉异常指令获取:异规药盒异常信息上报（50）,{"Dir":"H2A","PID":[1,7,231,147,4],"IDX":135,"CMD":50,"EX":22,"St":"END"}
